Bank Branch,Credit Verification Status,Default Flag,Description,Grade,Late Payment Flag,Loan Id,Loan Status,Loan SubType,Loan Type,Member Id,Origination Date,State,Sub Grade,Zip Code,Amort Term,Deposit Balance Month End,FICO Score,Interest Rate,IR,Origination Amount,Received Principal
455,Not Verified,,Aug 30 Day,B,On-Time,69147,Fully Paid,Term loans,Business Banking,15018013,6/30/2014 12:00:00 AM,NJ,B5,71110,350,0,610,9.1,0.091,290000,290000
455,Not Verified,,Aug 30 Day,B,On-Time,69023,Fully Paid,Term loans,Business Banking,14668103,5/3/2014 12:00:00 AM,NJ,B5,85270,352,0,504,12.49,0.1249,260000,260000
455,Not Verified,,Aug 30 Day,B,On-Time,30454,Fully Paid,Term loans,Business Banking,10788128,3/23/2013 12:00:00 AM,NV,B5,89012,360,0,730,8.75,0.0875,95800,95800
455,Not Verified,,Aug 30 Day,B,On-Time,69141,Fully Paid,Term loans,Business Banking,24566018,8/25/2014 12:00:00 AM,NY,B5,11215,348,0,711,8.25,0.0825,1125000,1125000
455,Not Verified,,Aug 30 Day,B,On-Time,68353,Fully Paid,Term loans,Business Banking,4071603,6/1/2013 12:00:00 AM,NY,B5,11236,340,0,573,8.625,0.08625,318300,318300
455,Not Verified,,Aug 30 Day,B,On-Time,68518,Fully Paid,Term loans,Business Banking,14718170,5/15/2014 12:00:00 AM,SC,B5,29483,,0,606,7.75,0.0775,206500,206500
455,Not Verified,,Aug 30 Day,B,On-Time,68812,Fully Paid,Term loans,Business Banking,23823570,7/10/2014 12:00:00 AM,VA,B5,20177,349,0,736,6.75,0.0675,242400,242400
455,Not Verified,,Aug 30 Day,B,On-Time,15355,Fully Paid,Term loans,Business Banking,31516664,7/6/2020 12:00:00 AM,VA,B5,20111,360,0,689,11.125,0.11125,79600,79600
455,Not Verified,,Aug 30 Day,B,On-Time,28454,Fully Paid,Term loans,Business Banking,30025171,2/4/2020 12:00:00 AM,WA,B5,98031,360,0,783,9.875,0.09875,97500,97500
455,Not Verified,,Aug 30 Day,B,On-Time,20109,Fully Paid,Term loans,Business Banking,9307397,11/18/2020 12:00:00 AM,WA,B5,98198,360,0,672,8.375,0.08375,117000,117000
12,Not Verified,,July 30 Day,B,On-Time,69862,Current,Business & Commercial,Business Banking,45568101,6/9/2013 12:00:00 AM,AZ,B5,86046,352,0,697,7,0.07,95000,93698.01
12,Not Verified,,July 30 Day,B,On-Time,10827,Current,Business & Commercial,Business Banking,45830996,6/24/2013 12:00:00 AM,CA,B5,92346,180,0,712,11.25,0.1125,16771,16338.14
12,Not Verified,,July 30 Day,B,On-Time,38764,Current,Business & Commercial,Business Banking,45730285,6/20/2013 12:00:00 AM,CA,B5,93401,360,0,743,8.125,0.08125,55800,54808.84
12,Not Verified,,July 30 Day,B,On-Time,23761,Current,Business & Commercial,Business Banking,45981429,7/30/2013 12:00:00 AM,CA,B5,94949,360,0,760,9.25,0.0925,163600,163599
12,Not Verified,,July 30 Day,B,On-Time,942,Current,Business & Commercial,Business Banking,45740022,6/21/2013 12:00:00 AM,FL,B5,34691,360,0,721,9.375,0.09375,34336,33764.92
12,Not Verified,,July 30 Day,B,On-Time,2470,Current,Business & Commercial,Business Banking,45750122,6/22/2013 12:00:00 AM,MD,B5,21234,360,0,722,12.375,0.12375,76250,75628.35
12,Not Verified,,July 30 Day,B,On-Time,6403,Current,Business & Commercial,Business Banking,45800019,6/23/2013 12:00:00 AM,NV,B5,89031,360,0,702,12.625,0.12625,80970,80448.82
450,Not Verified,,July 30 Day,B,On-Time,13551,Current,Commercial real estate,Business Banking,45910967,7/16/2013 12:00:00 AM,AZ,B5,85050,360,0,756,11.25,0.1125,74100,73430.32
450,Not Verified,,July 30 Day,B,On-Time,29720,Current,Commercial real estate,Business Banking,46050975,8/3/2013 12:00:00 AM,FL,B5,33175,180,0,763,8.375,0.08375,27750,27380.97
450,Not Verified,,July 30 Day,B,On-Time,69207,Current,Commercial real estate,Business Banking,45931537,7/24/2013 12:00:00 AM,MI,B5,48180,350,0,502,12.225,0.12225,56700,56396.68
4,Not Verified,,July 30 Day,B,On-Time,14377,Current,Lines of credit,Business Banking,45881250,7/4/2013 12:00:00 AM,CA,B5,91501,360,0,772,10.5,0.105,36000,35984.11
4,Not Verified,,July 30 Day,B,On-Time,25845,Current,Lines of credit,Business Banking,45850942,6/26/2013 12:00:00 AM,CO,B5,80013,180,0,729,7.875,0.07875,19200,18888.44
4,Not Verified,,July 30 Day,B,On-Time,33482,Current,Lines of credit,Business Banking,45881263,7/5/2013 12:00:00 AM,GA,B5,30327,360,0,776,8.875,0.08875,11500,5054.62
4,Not Verified,,July 30 Day,B,On-Time,2077,Current,Lines of credit,Business Banking,45891104,7/7/2013 12:00:00 AM,MD,B5,20637,360,0,797,9.25,0.0925,49980,45553.38
4,Not Verified,,July 30 Day,B,On-Time,39970,Current,Lines of credit,Business Banking,45891121,7/9/2013 12:00:00 AM,MO,B5,63011,180,0,693,8,0.08,22485,22197.45
7,Not Verified,,July 30 Day,B,On-Time,69737,Current,SBA 504 & Commercial Mtg.,Business Banking,45970900,7/27/2013 12:00:00 AM,CA,B5,91752,349,0,684,6.875,0.06875,219920,214622.17
7,Not Verified,,July 30 Day,B,On-Time,12886,Current,SBA 504 & Commercial Mtg.,Business Banking,46051404,8/4/2013 12:00:00 AM,CA,B5,95492,360,0,753,8.5,0.085,34500,34487.61
7,Not Verified,,July 30 Day,B,On-Time,68203,Current,SBA 504 & Commercial Mtg.,Business Banking,45470505,6/8/2013 12:00:00 AM,CO,B5,80228,360,0,629,6.75,0.0675,253100,
7,Not Verified,,July 30 Day,B,On-Time,69140,Current,SBA 504 & Commercial Mtg.,Business Banking,45671480,6/14/2013 12:00:00 AM,FL,B5,33433,347,0,741,9.65,0.0965,1127840,1127839.79
7,Not Verified,,July 30 Day,B,On-Time,28009,Current,SBA 504 & Commercial Mtg.,Business Banking,46010914,7/31/2013 12:00:00 AM,OH,B5,43560,180,0,682,11.025,0.11025,62000,61493.32
16,Not Verified,,July 30 Day,B,On-Time,2329,Current,SBA 7A,Business Banking,45911119,7/17/2013 12:00:00 AM,CA,B5,92868,360,0,767,11.375,0.11375,30510,30190.37
16,Not Verified,,July 30 Day,B,On-Time,3408,Current,SBA 7A,Business Banking,45861096,6/27/2013 12:00:00 AM,CA,B5,94121,360,0,775,9.75,0.0975,21200,21174.39
16,Not Verified,,July 30 Day,B,On-Time,69993,Current,SBA 7A,Business Banking,45568182,6/10/2013 12:00:00 AM,GA,B5,31021,344,0,634,8.625,0.08625,360000,354286.51
16,Not Verified,,July 30 Day,B,On-Time,23660,Current,SBA 7A,Business Banking,46021239,8/1/2013 12:00:00 AM,MS,B5,38664,180,0,699,9.375,0.09375,21400,21153.45
16,Not Verified,,July 30 Day,B,On-Time,26173,Current,SBA 7A,Business Banking,45861506,6/28/2013 12:00:00 AM,NC,B5,27518,180,0,787,7.625,0.07625,37500,36829.93
16,Not Verified,,July 30 Day,B,On-Time,32549,Current,SBA 7A,Business Banking,45931049,7/21/2013 12:00:00 AM,NV,B5,89135,360,0,754,8.125,0.08125,39000,38455.67
16,Not Verified,,July 30 Day,B,On-Time,5118,Current,SBA 7A,Business Banking,46071107,8/7/2013 12:00:00 AM,WA,B5,98144,360,0,707,9.5,0.095,61800,58615.56
6,Not Verified,,July 30 Day,B,On-Time,35860,Current,SBA Express,Business Banking,46051635,8/5/2013 12:00:00 AM,CA,B5,94805,180,0,754,8.25,0.0825,29950,29628.06
6,Not Verified,,July 30 Day,B,On-Time,17089,Current,SBA Express,Business Banking,45912156,7/18/2013 12:00:00 AM,CA,B5,90016,360,0,747,9.75,0.0975,66682,65827.86
6,Not Verified,,July 30 Day,B,On-Time,4883,Current,SBA Express,Business Banking,46101928,8/8/2013 12:00:00 AM,CA,B5,90650,360,0,755,8.5,0.085,23100,22702.01
6,Not Verified,,July 30 Day,B,On-Time,6224,Current,SBA Express,Business Banking,45912350,7/19/2013 12:00:00 AM,CA,B5,92109,360,0,759,13.25,0.1325,77250,76772.48
6,Not Verified,,July 30 Day,B,On-Time,36062,Current,SBA Express,Business Banking,45921607,7/20/2013 12:00:00 AM,MD,B5,20817,180,0,649,8.25,0.0825,36000,35535.67
6,Not Verified,,July 30 Day,B,On-Time,23543,Current,SBA Express,Business Banking,46102211,8/9/2013 12:00:00 AM,NY,B5,11741,180,0,787,8.75,0.0875,29550,28937.84
6,Not Verified,,July 30 Day,B,On-Time,69857,Current,SBA Express,Business Banking,45710071,6/19/2013 12:00:00 AM,TX,B5,78653,354,0,670,6.875,0.06875,58400,57666.93
6,Not Verified,,July 30 Day,B,On-Time,32851,Current,SBA Express,Business Banking,45871267,6/29/2013 12:00:00 AM,UT,B5,84003,360,0,762,9.875,0.09875,43200,42659.4
6,Not Verified,,July 30 Day,B,On-Time,69585,Current,SBA Express,Business Banking,45660095,6/13/2013 12:00:00 AM,VA,B5,22003,466,0,565,9.225,0.09225,81175,80735.56
2,Not Verified,,July 30 Day,B,On-Time,33286,Current,SBA loans,Business Banking,45931192,7/22/2013 12:00:00 AM,AZ,B5,85013,360,0,810,8.125,0.08125,34500,33965.52
2,Not Verified,,July 30 Day,B,On-Time,68741,Current,SBA loans,Business Banking,45700066,6/17/2013 12:00:00 AM,CA,B5,90240,337,0,690,6.625,0.06625,288000,287515.58
2,Not Verified,,July 30 Day,B,On-Time,69714,Current,SBA loans,Business Banking,45971123,7/28/2013 12:00:00 AM,CA,B5,95966,346,0,750,6.75,0.0675,127992,124358.58
2,Not Verified,,July 30 Day,B,On-Time,69359,Current,SBA loans,Business Banking,45680033,6/15/2013 12:00:00 AM,DE,B5,19971,348,0,640,9.9,0.099,390165,383853.65
2,Not Verified,,July 30 Day,B,On-Time,664,Current,SBA loans,Business Banking,45871367,6/30/2013 12:00:00 AM,GA,B5,30350,360,0,793,8,0.08,39000,38134.1
2,Not Verified,,July 30 Day,B,On-Time,1942,Current,SBA loans,Business Banking,46102652,8/10/2013 12:00:00 AM,WA,B5,98052,360,0,748,11.625,0.11625,68000,67296.08
17,Not Verified,,July 30 Day,B,On-Time,69731,Current,Taxi Medallion,Business Banking,45951722,7/26/2013 12:00:00 AM,CA,B5,92509,354,0,0,7.875,0.07875,32500,32077.87
17,Not Verified,,July 30 Day,B,On-Time,2338,Current,Taxi Medallion,Business Banking,45871538,7/3/2013 12:00:00 AM,FL,B5,33763,360,0,728,9.875,0.09875,137800,135915.89
17,Not Verified,,July 30 Day,B,On-Time,37806,Current,Taxi Medallion,Business Banking,46061140,8/6/2013 12:00:00 AM,MA,B5,20670,360,0,736,8.5,0.085,36750,36298.81
17,Not Verified,,July 30 Day,B,On-Time,43119,Current,Taxi Medallion,Business Banking,45891528,7/13/2013 12:00:00 AM,WA,B5,98117,360,0,695,8.375,0.08375,67000,66297.61
455,Not Verified,,July 30 Day,B,On-Time,9287,Current,Term loans,Business Banking,45901138,7/14/2013 12:00:00 AM,CA,B5,92234,180,0,706,11.75,0.1175,84400,83548.84
455,Not Verified,,July 30 Day,B,On-Time,32500,Current,Term loans,Business Banking,45931431,7/23/2013 12:00:00 AM,NY,B5,11971,360,0,735,9.125,0.09125,39750,39294.9
455,Not Verified,,July 30 Day,B,On-Time,13426,Current,Term loans,Business Banking,45901364,7/15/2013 12:00:00 AM,TN,B5,37660,360,0,687,12.25,0.1225,60186,59745.47
12,Not Verified,,Aug 30 Day,B,On-Time,69862,Current,Business & Commercial,Business Banking,4153833,6/9/2013 12:00:00 AM,AZ,B5,86046,352,0,697,7,0.07,95000,93698.01
12,Not Verified,,Aug 30 Day,B,On-Time,10827,Current,Business & Commercial,Business Banking,4366926,6/24/2013 12:00:00 AM,CA,B5,92346,180,0,712,11.25,0.1125,16771,16338.14
12,Not Verified,,Aug 30 Day,B,On-Time,38764,Current,Business & Commercial,Business Banking,4226947,6/20/2013 12:00:00 AM,CA,B5,93401,360,0,743,8.125,0.08125,55800,54808.84
12,Not Verified,,Aug 30 Day,B,On-Time,23761,Current,Business & Commercial,Business Banking,4679110,7/30/2013 12:00:00 AM,CA,B5,94949,360,0,760,9.25,0.0925,163600,163599
12,Not Verified,,Aug 30 Day,B,On-Time,942,Current,Business & Commercial,Business Banking,4228659,6/21/2013 12:00:00 AM,FL,B5,34691,360,0,721,9.375,0.09375,34336,33764.92
12,Not Verified,,Aug 30 Day,B,On-Time,2470,Current,Business & Commercial,Business Banking,4233270,6/22/2013 12:00:00 AM,MD,B5,21234,360,0,722,12.375,0.12375,76250,75628.35
12,Not Verified,,Aug 30 Day,B,On-Time,6403,Current,Business & Commercial,Business Banking,4307185,6/23/2013 12:00:00 AM,NV,B5,89031,360,0,702,12.625,0.12625,80970,80448.82
450,Not Verified,,Aug 30 Day,B,On-Time,13551,Current,Commercial real estate,Business Banking,4589786,7/16/2013 12:00:00 AM,AZ,B5,85050,360,0,756,11.25,0.1125,74100,73430.32
450,Not Verified,,Aug 30 Day,B,On-Time,29720,Current,Commercial real estate,Business Banking,4847036,8/3/2013 12:00:00 AM,FL,B5,33175,180,0,763,8.375,0.08375,27750,27380.97
450,Not Verified,,Aug 30 Day,B,On-Time,69207,Current,Commercial real estate,Business Banking,4637355,7/24/2013 12:00:00 AM,MI,B5,48180,350,0,502,12.225,0.12225,56700,56396.68
4,Not Verified,,Aug 30 Day,B,On-Time,14377,Current,Lines of credit,Business Banking,4427447,7/4/2013 12:00:00 AM,CA,B5,91501,360,0,772,10.5,0.105,36000,35984.11
4,Not Verified,,Aug 30 Day,B,On-Time,25845,Current,Lines of credit,Business Banking,4368312,6/26/2013 12:00:00 AM,CO,B5,80013,180,0,729,7.875,0.07875,19200,18888.44
4,Not Verified,,Aug 30 Day,B,On-Time,33482,Current,Lines of credit,Business Banking,4429689,7/5/2013 12:00:00 AM,GA,B5,30327,360,0,776,8.875,0.08875,11500,5054.62
4,Not Verified,,Aug 30 Day,B,On-Time,2077,Current,Lines of credit,Business Banking,4431072,7/7/2013 12:00:00 AM,MD,B5,20637,360,0,797,9.25,0.0925,49980,45553.38
4,Not Verified,,Aug 30 Day,B,On-Time,39970,Current,Lines of credit,Business Banking,4578099,7/9/2013 12:00:00 AM,MO,B5,63011,180,0,693,8,0.08,22485,22197.45
7,Not Verified,,Aug 30 Day,B,On-Time,69737,Current,SBA 504 & Commercial Mtg.,Business Banking,4668960,7/27/2013 12:00:00 AM,CA,B5,91752,349,0,684,6.875,0.06875,219920,214622.17
7,Not Verified,,Aug 30 Day,B,On-Time,12886,Current,SBA 504 & Commercial Mtg.,Business Banking,4850365,8/4/2013 12:00:00 AM,CA,B5,95492,360,0,753,8.5,0.085,34500,34487.61
7,Not Verified,,Aug 30 Day,B,On-Time,68203,Current,SBA 504 & Commercial Mtg.,Business Banking,4151653,6/8/2013 12:00:00 AM,CO,B5,80228,360,0,629,6.75,0.0675,253100,
7,Not Verified,,Aug 30 Day,B,On-Time,69140,Current,SBA 504 & Commercial Mtg.,Business Banking,4174292,6/14/2013 12:00:00 AM,FL,B5,33433,347,0,741,9.65,0.0965,1127840,1127839.79
7,Not Verified,,Aug 30 Day,B,On-Time,28009,Current,SBA 504 & Commercial Mtg.,Business Banking,4718266,7/31/2013 12:00:00 AM,OH,B5,43560,180,0,682,11.025,0.11025,62000,61493.32
16,Not Verified,,Aug 30 Day,B,On-Time,2329,Current,SBA 7A,Business Banking,4590239,7/17/2013 12:00:00 AM,CA,B5,92868,360,0,767,11.375,0.11375,30510,30190.37
16,Not Verified,,Aug 30 Day,B,On-Time,3408,Current,SBA 7A,Business Banking,4370013,6/27/2013 12:00:00 AM,CA,B5,94121,360,0,775,9.75,0.0975,21200,21174.39
16,Not Verified,,Aug 30 Day,B,On-Time,69993,Current,SBA 7A,Business Banking,4153960,6/10/2013 12:00:00 AM,GA,B5,31021,344,0,634,8.625,0.08625,360000,354286.51
16,Not Verified,,Aug 30 Day,B,On-Time,23660,Current,SBA 7A,Business Banking,4726779,8/1/2013 12:00:00 AM,MS,B5,38664,180,0,699,9.375,0.09375,21400,21153.45
16,Not Verified,,Aug 30 Day,B,On-Time,26173,Current,SBA 7A,Business Banking,4371790,6/28/2013 12:00:00 AM,NC,B5,27518,180,0,787,7.625,0.07625,37500,36829.93
16,Not Verified,,Aug 30 Day,B,On-Time,32549,Current,SBA 7A,Business Banking,4596439,7/21/2013 12:00:00 AM,NV,B5,89135,360,0,754,8.125,0.08125,39000,38455.67
16,Not Verified,,Aug 30 Day,B,On-Time,5118,Current,SBA 7A,Business Banking,4856081,8/7/2013 12:00:00 AM,WA,B5,98144,360,0,707,9.5,0.095,61800,58615.56
6,Not Verified,,Aug 30 Day,B,On-Time,35860,Current,SBA Express,Business Banking,4850511,8/5/2013 12:00:00 AM,CA,B5,94805,180,0,754,8.25,0.0825,29950,29628.06
6,Not Verified,,Aug 30 Day,B,On-Time,17089,Current,SBA Express,Business Banking,4593597,7/18/2013 12:00:00 AM,CA,B5,90016,360,0,747,9.75,0.0975,66682,65827.86
6,Not Verified,,Aug 30 Day,B,On-Time,4883,Current,SBA Express,Business Banking,4859449,8/8/2013 12:00:00 AM,CA,B5,90650,360,0,755,8.5,0.085,23100,22702.01
6,Not Verified,,Aug 30 Day,B,On-Time,6224,Current,SBA Express,Business Banking,4594635,7/19/2013 12:00:00 AM,CA,B5,92109,360,0,759,13.25,0.1325,77250,76772.48
6,Not Verified,,Aug 30 Day,B,On-Time,36062,Current,SBA Express,Business Banking,4594928,7/20/2013 12:00:00 AM,MD,B5,20817,180,0,649,8.25,0.0825,36000,35535.67
6,Not Verified,,Aug 30 Day,B,On-Time,23543,Current,SBA Express,Business Banking,4859857,8/9/2013 12:00:00 AM,NY,B5,11741,180,0,787,8.75,0.0875,29550,28937.84
6,Not Verified,,Aug 30 Day,B,On-Time,69857,Current,SBA Express,Business Banking,4223513,6/19/2013 12:00:00 AM,TX,B5,78653,354,0,670,6.875,0.06875,58400,57666.93
6,Not Verified,,Aug 30 Day,B,On-Time,32851,Current,SBA Express,Business Banking,4419132,6/29/2013 12:00:00 AM,UT,B5,84003,360,0,762,9.875,0.09875,43200,42659.4
6,Not Verified,,Aug 30 Day,B,On-Time,69585,Current,SBA Express,Business Banking,4171560,6/13/2013 12:00:00 AM,VA,B5,22003,466,0,565,9.225,0.09225,81175,80735.56
2,Not Verified,,Aug 30 Day,B,On-Time,33286,Current,SBA loans,Business Banking,4626779,7/22/2013 12:00:00 AM,AZ,B5,85013,360,0,810,8.125,0.08125,34500,33965.52
2,Not Verified,,Aug 30 Day,B,On-Time,68741,Current,SBA loans,Business Banking,4221287,6/17/2013 12:00:00 AM,CA,B5,90240,337,0,690,6.625,0.06625,288000,287515.58
2,Not Verified,,Aug 30 Day,B,On-Time,69714,Current,SBA loans,Business Banking,4674874,7/28/2013 12:00:00 AM,CA,B5,95966,346,0,750,6.75,0.0675,127992,124358.58
2,Not Verified,,Aug 30 Day,B,On-Time,69359,Current,SBA loans,Business Banking,4174723,6/15/2013 12:00:00 AM,DE,B5,19971,348,0,640,9.9,0.099,390165,383853.65
2,Not Verified,,Aug 30 Day,B,On-Time,664,Current,SBA loans,Business Banking,4419478,6/30/2013 12:00:00 AM,GA,B5,30350,360,0,793,8,0.08,39000,38134.1
2,Not Verified,,Aug 30 Day,B,On-Time,1942,Current,SBA loans,Business Banking,4863577,8/10/2013 12:00:00 AM,WA,B5,98052,360,0,748,11.625,0.11625,68000,67296.08
17,Not Verified,,Aug 30 Day,B,On-Time,69731,Current,Taxi Medallion,Business Banking,4668784,7/26/2013 12:00:00 AM,CA,B5,92509,354,0,0,7.875,0.07875,32500,32077.87
17,Not Verified,,Aug 30 Day,B,On-Time,2338,Current,Taxi Medallion,Business Banking,4419720,7/3/2013 12:00:00 AM,FL,B5,33763,360,0,728,9.875,0.09875,137800,135915.89
17,Not Verified,,Aug 30 Day,B,On-Time,37806,Current,Taxi Medallion,Business Banking,4852400,8/6/2013 12:00:00 AM,MA,B5,20670,360,0,736,8.5,0.085,36750,36298.81
17,Not Verified,,Aug 30 Day,B,On-Time,43119,Current,Taxi Medallion,Business Banking,4581978,7/13/2013 12:00:00 AM,WA,B5,98117,360,0,695,8.375,0.08375,67000,66297.61
455,Not Verified,,Aug 30 Day,B,On-Time,9287,Current,Term loans,Business Banking,4582811,7/14/2013 12:00:00 AM,CA,B5,92234,180,0,706,11.75,0.1175,84400,83548.84
455,Not Verified,,Aug 30 Day,B,On-Time,32500,Current,Term loans,Business Banking,4627580,7/23/2013 12:00:00 AM,NY,B5,11971,360,0,735,9.125,0.09125,39750,39294.9
455,Not Verified,,Aug 30 Day,B,On-Time,13426,Current,Term loans,Business Banking,4587019,7/15/2013 12:00:00 AM,TN,B5,37660,360,0,687,12.25,0.1225,60186,59745.47
450,Not Verified,,July 30 Day,B,On-Time,40171,Fully Paid,Commercial real estate,Business Banking,45841173,6/25/2013 12:00:00 AM,GA,B5,30338,360,0,771,8.5,0.085,23150,23150
16,Not Verified,,July 30 Day,B,On-Time,35729,Fully Paid,SBA 7A,Business Banking,45891412,7/10/2013 12:00:00 AM,PA,B5,19003,360,0,770,7.125,0.07125,100500,100500
16,Not Verified,,July 30 Day,B,On-Time,2871,Fully Paid,SBA 7A,Business Banking,46041646,8/2/2013 12:00:00 AM,VA,B5,22193,360,0,729,8.625,0.08625,20242,20242
6,Not Verified,,July 30 Day,B,On-Time,69756,Fully Paid,SBA Express,Business Banking,45941049,7/25/2013 12:00:00 AM,NC,B5,27863,340,0,785,6.875,0.06875,630000,630000
6,Not Verified,,July 30 Day,B,On-Time,70013,Fully Paid,SBA Express,Business Banking,45599163,6/11/2013 12:00:00 AM,NY,B5,14215,349,0,607,7.975,0.07975,212000,212000
450,Not Verified,,Aug 30 Day,B,On-Time,40171,Fully Paid,Commercial real estate,Business Banking,4367400,6/25/2013 12:00:00 AM,GA,B5,30338,360,0,771,8.5,0.085,23150,23150
16,Not Verified,,Aug 30 Day,B,On-Time,35729,Fully Paid,SBA 7A,Business Banking,4579564,7/10/2013 12:00:00 AM,PA,B5,19003,360,0,770,7.125,0.07125,100500,100500
16,Not Verified,,Aug 30 Day,B,On-Time,2871,Fully Paid,SBA 7A,Business Banking,4726780,8/2/2013 12:00:00 AM,VA,B5,22193,360,0,729,8.625,0.08625,20242,20242
6,Not Verified,,Aug 30 Day,B,On-Time,69756,Fully Paid,SBA Express,Business Banking,4638605,7/25/2013 12:00:00 AM,NC,B5,27863,340,0,785,6.875,0.06875,630000,630000
6,Not Verified,,Aug 30 Day,B,On-Time,70013,Fully Paid,SBA Express,Business Banking,4154832,6/11/2013 12:00:00 AM,NY,B5,14215,349,0,607,7.975,0.07975,212000,212000
12,Not Verified,,July 30 Day,B,On-Time,8933,Current,Business & Commercial,Business Banking,46846109,2/22/2014 12:00:00 AM,CA,B5,95407,180,0,671,10.5,0.105,37000,36405.92
12,Not Verified,,July 30 Day,B,On-Time,4342,Current,Business & Commercial,Business Banking,46416529,10/26/2013 12:00:00 AM,CA,B5,94521,360,0,742,12.75,0.1275,33000,32762.61
12,Not Verified,,July 30 Day,B,On-Time,29959,Current,Business & Commercial,Business Banking,46825939,2/14/2014 12:00:00 AM,DC,B5,20012,180,0,715,8.875,0.08875,57000,56262.49
12,Not Verified,,July 30 Day,B,On-Time,7569,Current,Business & Commercial,Business Banking,46407007,10/25/2013 12:00:00 AM,FL,B5,33322,180,0,675,13.75,0.1375,13200,13116.7
12,Not Verified,,July 30 Day,B,On-Time,6275,Current,Business & Commercial,Business Banking,46417521,10/27/2013 12:00:00 AM,FL,B5,33023,360,0,660,15.125,0.15125,36000,35852.68
12,Not Verified,,July 30 Day,B,On-Time,5039,Current,Business & Commercial,Business Banking,46836196,2/20/2014 12:00:00 AM,FL,B5,33131,360,0,727,9.75,0.0975,14246,14062.45
12,Not Verified,,July 30 Day,B,On-Time,70469,Current,Business & Commercial,Business Banking,46182519,8/23/2013 12:00:00 AM,IL,B5,60637,360,0,653,10.375,0.10375,252000,247238.79
12,Not Verified,,July 30 Day,B,On-Time,29269,Current,Business & Commercial,Business Banking,46825993,2/15/2014 12:00:00 AM,IL,B5,61115,360,0,730,8.75,0.0875,10000,8247.44
12,Not Verified,,July 30 Day,B,On-Time,69565,Current,Business & Commercial,Business Banking,46527125,12/17/2013 12:00:00 AM,IL,B5,62864,464,0,664,9.25,0.0925,126000,125318.18
12,Not Verified,,July 30 Day,B,On-Time,2752,Current,Business & Commercial,Business Banking,46826472,2/16/2014 12:00:00 AM,MD,B5,20783,360,4790.1,700,9.75,0.0975,19700,19651.95
12,Not Verified,,July 30 Day,B,On-Time,68834,Current,Business & Commercial,Business Banking,46262148,9/11/2013 12:00:00 AM,MI,B5,48451,349,0,697,12.875,0.12875,16000,15900.85
12,Not Verified,,July 30 Day,B,On-Time,26682,Current,Business & Commercial,Business Banking,46836657,2/21/2014 12:00:00 AM,MN,B5,55124,180,0,695,10.226,0.10226,27750,25588.37
12,Not Verified,,July 30 Day,B,On-Time,68991,Current,Business & Commercial,Business Banking,46262568,9/12/2013 12:00:00 AM,MO,B5,64063,342,0,537,9.79,0.0979,152915,150905.96
12,Not Verified,,July 30 Day,B,On-Time,69507,Current,Business & Commercial,Business Banking,46527542,12/18/2013 12:00:00 AM,MO,B5,65785,348,0,573,9.95,0.0995,51300,50803.26
